AC_YEAR,STATCD,DISTCD,STATE,DISTRICT,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHM9,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,C1_B,C2_B,C3_B,C4_B,C5_B,C6_B,C7_B,C8_B,C9_B,C1_G,C2_G,C3_G,C4_G,C5_G,C6_G,C7_G,C8_G,C9_G,C15A,C68A,C1_BD,C2_BD,C3_BD,C4_BD,C5_BD,C6_BD,C7_BD,C8_BD,C1_GD,C2_GD,C3_GD,C4_GD,C5_GD,C6_GD,C7_GD,C8_GD,C1_BR,C2_BR,C3_BR,C4_BR,C5_BR,C6_BR,C7_BR,C8_BR,C9_BR,C1_GR,C2_GR,C3_GR,C4_GR,C5_GR,C6_GR,C7_GR,C8_GR,C9_GR,SCPTOT,SCPTOT_G,SCUTOT,SCUTOT_G,STPTOT,STPTOT_G,STUTOT,STUTOT_G,OBPTOT,OBUTOT,OBPTOT_G,OBUTOT_G,MUPTOT,MUUTOT,MUPTOT_G,MUUTOT_G,BLC1,LVC1,HEC1,SPC1,LOC1,MEC1,LEC1,CPC1,AUC1,MUC1,BLC2,LVC2,HEC2,SPC2,LOC2,MEC2,LEC2,CPC2,AUC2,MUC2,BLC3,LVC3,HEC3,SPC3,LOC3,MEC3,LEC3,CPC3,AUC3,MUC3,BLC4,LVC4,HEC4,SPC4,LOC4,MEC4,LEC4,CPC4,AUC4,MUC4,BLC5,LVC5,HEC5,SPC5,LOC5,MEC5,LEC5,CPC5,AUC5,MUC5,BLC6,LVC6,HEC6,SPC6,LOC6,MEC6,LEC6,CPC6,AUC6,MUC6,BLC7,LVC7,HEC7,SPC7,LOC7,MEC7,LEC7,CPC7,AUC7,MUC7,BLC8,LVC8,HEC8,SPC8,LOC8,MEC8,LEC8,CPC8,AUC8,MUC8,TOTCLGD1G,TOTCLGD2G,TOTCLGD3G,TOTCLGD4G,TOTCLGD5G,TOTCLGD6G,TOTCLGD7G,TOTCLMI1G,TOTCLMI2G,TOTCLMI3G,TOTCLMI4G,TOTCLMI5G,TOTCLMI6G,TOTCLMI7G,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ4G,TOTCLMJ5G,TOTCLMJ6G,TOTCLMJ7G,TOTCLOT1G,TOTCLOT2G,TOTCLOT3G,TOTCLOT4G,TOTCLOT5G,TOTCLOT6G,TOTCLOT7G,TCHBS1,TCHBS2,TCHBS3,TCHBS4,TCHBS5,TCHBS6,TCHBS7,TCHSEC1,TCHSEC2,TCHSEC3,TCHSEC4,TCHSEC5,TCHSEC6,TCHSEC7,TCHHS1,TCHHS2,TCHHS3,TCHHS4,TCHHS5,TCHHS6,TCHHS7,TCHGD1,TCHGD2,TCHGD3,TCHGD4,TCHGD5,TCHGD6,TCHGD7,TCHPG1,TCHPG2,TCHPG3,TCHPG4,TCHPG5,TCHPG6,TCHPG7,TCHMD1,TCHMD2,TCHMD3,TCHMD4,TCHMD5,TCHMD6,TCHMD7,TCHPD1,TCHPD2,TCHPD3,TCHPD4,TCHPD5,TCHPD6,TCHPD7,TCHNR1,TCHNR2,TCHNR3,TCHNR4,TCHNR5,TCHNR6,TCHNR7,TCHCON1,TCHCON2,TCHCON3,TCHCON4,TCHCON5,TCHCON67,TCHCON8,TCHCON9,TCHRM1,TCHRM2,TCHRM3,TCHRM4,TCHRM5,TCHRM6,TCHRM7,TCHRF1,TCHRF2,TCHRF3,TCHRF4,TCHRF5,TCHRF6,TCHRF7,TCHRN1,TCHRN2,TCHRN3,TCHRN4,TCHRN5,TCHRN6,TCHRN7,TCHCM1,TCHCM2,TCHCM3,TCHCM4,TCHCM5,TCHCM6,TCHCM7,TCHCF1,TCHCF2,TCHCF3,TCHCF4,TCHCF5,TCHCF6,TCHCF7,TCHCN1,TCHCN2,TCHCN3,TCHCN4,TCHCN5,TCHCN6,TCHCN7,TLM_R1,TLM_R2,TLM_R3,TLM_R4,TLM_R5,TLM_R6,TLM_R7,TLME,TLMR,CONTIE,CONTIR,CONTI_R1,CONTI_R2,CONTI_R3,CONTI_R4,CONTI_R5,CONTI_R6,CONTI_R7,PIDAY30,PIDAYSCH,UIDAY35,UIDAYSCH,M1,M2,M3,M4,M5,ENRE11,ENRE12,ENRE13,ENRE14,ENRE15,ENRE16,ENRE17,ENRE21,ENRE22,ENRE23,ENRE24,ENRE25,ENRE26,ENRE27,ENRE31,ENRE32,ENRE33,ENRE34,ENRE35,ENRE36,ENRE37,ENRE41,ENRE42,ENRE43,ENRE44,ENRE45,ENRE46,ENRE47,ENRE51,ENRE52,ENRE53,ENRE54,ENRE55,ENRE56,ENRE57,TCH_5556M,TCH_5556F,TCH_5556T,TCH_5758M,TCH_5758F,TCH_5758T,TCH_5960M,TCH_5960F,TCH_5960T,PPTR30,UPTR35,PSCR30,USCR35,NOTCH_ASS,TCHINV,PTXT_ALL,PTXT_SC,PTXT_ST,PUNI_ALL,PUNI_SC,PUNI_ST,UTXT_ALL,UTXT_SC,UTXT_ST,UUNI_ALL,UUNI_SC,UUNI_ST,TOTCLS1G,TOTCLS2G,TOTCLS3G,TOTCLS4G,TOTCLS5G,TOTCLS6G,TOTCLS7G
2015-16,27,2701,MAHARASHTRA,Nandurbar,1,6,1206,96,1646177,16.72,231287.87,25.5,972,2.91,69.28,63.04,53.9,71.98,5955,178959,115913,1349,284,43,0,55,107,150,0,1988,1253,189,16,0,2,40,9,0,1509,96,94,27,0,53,66,141,0,477,0,1,0,0,0,1,0,0,2,1214,176,16,0,2,38,7,0,1453,1303,257,40,0,55,81,88,0,1824,67,71,16,0,42,57,125,0,378,1333,284,39,0,51,104,141,0,1952,1330,284,42,0,54,107,149,0,1966,90638,65495,21804,0,24332,34293,27206,1793,265561,75502,34147,5926,0,279,12833,1068,0,129755,15136,31221,15878,0,24053,21303,26138,1793,135522,0,127,0,0,0,157,0,0,284,71947,32328,5926,0,279,12263,730,0,123473,6851,21481,6557,0,16298,18057,22409,1540,93193,3287,997,156,0,33,360,83,0,4916,426,809,813,0,1369,890,1360,0,5667,0,8,0,0,0,9,0,0,17,200,9,0,0,3,1,15,228,38,3,0,0,0,0,0,41,1221,265,42,0,55,104,147,1834,1111,257,41,0,51,100,143,1703,1245,242,37,0,50,93,111,1778,1329,284,42,0,54,107,149,1965,1332,284,39,0,51,104,141,1951,1349,284,43,0,55,107,150,1988,626,200,39,0,53,97,126,1141,197,209,40,0,54,98,141,739,736,159,26,0,31,46,71,1069,786,178,29,0,36,62,86,1177,297,63,3,0,8,28,81,480,1292,235,33,0,49,54,68,1731,1095,205,25,0,40,38,54,1457,1283,229,33,0,48,53,66,1712,748,16,0,0,4,0,18,40,786,1293,256,38,0,49,78,82,1796,3796,1823,395,0,494,808,677,7993,3713,1814,969,0,1402,1259,1443,10600,1076,591,250,0,311,329,327,3885,2637,1223,719,0,1091,930,1116,0,44999,30682,9233,0,11765,15540,13688,126682,97,8935,1541,4071,4103,1564,247,118,63,0,94,84,117,74,58,21,0,23,32,29,942,363,119,0,161,189,217,180,101,52,0,62,78,90,822,430,384,0,502,396,547,477,255,127,0,148,121,142,190,50,21,0,0,3,18,48,16,5,0,0,1,5,3366,1246,3436,1257,163,55,166,57,19784,18121,17351,17614,17526,16958,16358,15167,14205,17976,16847,16229,16299,15904,15324,14684,13419,12051,162031,75264,274,197,161,160,86,81,61,47,198,137,144,126,81,61,56,30,102,75,64,54,149,173,193,236,235,60,36,35,39,85,85,113,144,111,4398,2093,2803,1305,132677,64281,66214,31783,24158,14966,11199,6922,8902,5701,4386,2676,13,76,73,55,55,166,16,1,2,15,10,64,37,35,53,92,23,1,4,15,4,47,27,38,54,89,28,5,3,10,10,47,37,26,51,72,18,4,6,15,5,38,14,24,30,39,10,1,2,4,5,38,5,10,33,24,21,0,2,4,3,26,6,24,34,15,5,0,1,3,1,23,7,7,15,4,14,0,0,6,3027,1581,348,0,479,703,605,385,139,47,0,15,74,63,384,103,0,0,0,31,9,883,399,168,0,267,303,428,40,46,5,0,1,14,1,722,310,86,0,72,143,99,962,408,140,0,198,161,216,1531,737,474,0,669,608,869,368,151,195,0,384,148,176,6,1,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,72,170,261,136,0,0,0,2584,1126,680,0,1031,812,1067,1045,527,224,0,295,262,296,0,0,0,0,0,0,0,53,97,39,0,60,118,49,31,64,26,0,16,67,31,0,0,0,0,0,0,0,6,4,0,0,0,5,5,103000,133003,7921611,8488500,1183,192,16,0,25,34,41,374202,1781,140049,639,10,19,18,3,4,84651,58289,19750,0,21856,26438,24851,2168,4054,1377,0,414,6977,1224,3054,2963,677,0,1331,878,990,689,189,0,0,552,0,141,0,0,0,0,179,0,0,113,34,147,15,6,21,4,2,6,389,103,672,398,235,44,137773,3845,114702,21544,200,20854,73389,3158,54459,11105,350,10742,3796,1823,395,0,494,808,677
2015-16,27,2702,MAHARASHTRA,Dhule,1,5,896,89,2048781,27.91,261424.46,19.96,941,6.22,31.56,74.61,66.21,82.59,7195,200620,126867,1221,255,51,0,119,46,224,0,1916,1065,88,9,0,0,6,6,0,1174,155,167,42,0,119,40,218,0,741,1,0,0,0,0,0,0,0,1,1039,75,8,0,0,5,4,0,1131,1155,200,45,0,115,34,203,0,1752,96,104,40,0,84,33,182,0,539,1188,247,49,0,109,42,213,0,1848,1190,249,51,0,116,46,218,0,1870,117577,71389,20042,0,58794,14652,47094,1593,331141,85129,16300,4427,0,0,1972,346,0,108174,32345,55089,15615,0,58794,12680,46748,1593,222864,103,0,0,0,0,0,0,0,103,82372,13340,2760,0,0,1621,224,0,100317,11117,30227,13613,0,34730,8932,36812,695,136126,3281,486,191,0,0,64,37,0,4059,857,1522,779,0,2949,492,2282,0,8881,8,0,0,0,0,0,0,0,8,26,0,1,0,4,0,21,52,37,1,0,0,0,0,0,38,1190,254,51,0,119,46,223,1883,1161,244,50,0,116,45,220,1836,981,219,50,0,111,42,206,1609,1170,247,51,0,116,45,218,1847,1163,245,49,0,109,41,213,1820,1218,255,51,0,119,46,224,1913,994,242,51,0,118,42,207,1654,709,222,51,0,118,41,219,1360,601,124,23,0,69,27,114,958,622,132,27,0,72,31,124,1008,242,66,6,0,7,13,43,377,1146,157,34,0,108,26,176,1647,973,99,25,0,66,18,100,1281,1120,132,33,0,93,25,165,1568,514,19,1,0,4,0,22,35,560,1147,192,45,0,101,33,190,1708,4571,2028,499,0,1053,354,1049,9554,4146,2008,970,0,2949,556,2319,12948,1693,821,163,0,593,209,406,7528,2453,1187,807,0,2356,347,1913,0,57170,30722,8704,0,26507,6403,22960,153134,204,18393,2427,6410,6448,2433,169,80,52,0,106,21,128,159,67,19,0,46,11,38,633,129,39,0,154,25,145,231,48,11,0,53,15,35,929,560,346,0,1062,186,854,775,435,64,0,323,94,166,119,14,2,0,24,14,31,74,7,1,0,0,0,3,2539,1405,2556,1407,52,36,58,38,23732,22139,22014,22110,22281,22827,21968,20936,20149,20540,19610,19467,19387,19281,19296,18460,17093,15744,184775,92823,383,375,387,505,337,320,291,219,184,232,236,269,183,186,205,158,245,217,233,231,136,79,64,5,72,236,164,180,240,105,43,33,3,39,12198,5707,8019,3772,91619,44003,46237,20876,83406,52009,37612,23398,19628,12155,9778,6183,29,66,106,55,79,159,24,12,8,29,31,96,105,56,84,159,35,15,3,23,23,115,105,76,86,144,33,9,5,27,20,180,102,87,103,171,49,17,4,41,28,115,69,43,81,110,35,10,1,28,30,154,67,39,90,78,25,11,2,10,21,180,55,50,91,60,20,2,1,16,27,128,54,24,68,48,21,4,0,3,3915,1929,462,0,1023,311,966,234,58,37,0,28,37,77,426,42,0,0,2,6,7,1374,610,238,0,574,138,693,30,32,5,0,10,5,4,970,314,77,0,181,25,155,1228,710,168,0,723,78,412,1465,665,401,0,1148,277,1337,283,153,226,0,780,132,324,1,0,1,0,9,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,19,39,169,232,152,2,1,0,2377,1114,741,0,2303,317,1842,1601,760,138,0,549,200,392,0,0,0,0,0,0,0,76,73,66,0,53,30,71,92,61,25,0,44,9,14,0,0,0,0,0,0,0,3,4,0,0,2,0,2,41001,41003,6989164,7224009,986,133,22,0,38,11,66,327652,1573,154145,695,10,19,18,99,4,107324,50094,16558,0,51933,8498,43338,4783,9873,2846,0,803,6154,2075,5398,11422,638,0,5557,0,1605,0,0,0,0,501,0,0,72,0,0,0,0,0,76,186,81,267,15,4,19,4,2,6,431,153,522,463,603,46,155292,9434,76714,24629,973,17751,107502,8012,41924,4868,196,3973,4571,2028,499,0,1053,354,1049
2015-16,27,2703,MAHARASHTRA,Jalgaon,1,16,1437,173,4224442,31.8,513692.15,14.71,922,9.2,14.29,79.73,70.92,87.97,11765,385641,234503,1708,729,24,5,167,64,424,0,3121,1424,503,6,0,6,14,7,0,1960,283,225,18,4,161,50,416,0,1157,1,1,0,1,0,0,1,0,4,1372,411,4,0,2,12,0,0,1801,1543,634,16,0,162,36,375,0,2766,144,90,6,4,115,16,322,0,697,1646,688,22,5,160,63,402,0,2986,1645,694,24,5,166,64,418,0,3016,187664,184126,16213,227,89093,35020,122566,5972,640881,117516,98863,2661,0,2121,4016,1166,258,226601,70065,84961,13552,171,86972,31004,121344,5714,413783,83,302,0,56,0,0,56,0,497,112626,80169,1783,0,646,3182,0,78,198484,23233,29747,4410,171,58981,6441,81606,3679,208268,4666,3288,126,0,205,137,103,0,8525,1631,2123,522,11,4421,812,5282,0,14802,5,8,0,5,0,0,4,0,22,47,0,0,1,0,0,18,66,80,3,0,1,0,0,0,84,1698,729,24,5,167,64,424,3111,1620,697,24,5,167,64,417,2994,1539,673,23,5,160,62,384,2846,1645,693,24,5,166,64,417,3014,1646,686,22,5,160,63,400,2982,1708,729,24,5,167,64,424,3121,1375,690,24,5,163,63,387,2707,321,471,23,4,158,58,387,1422,1052,430,18,3,124,40,317,1984,1061,434,18,5,126,40,322,2006,347,116,5,5,10,24,62,569,1530,599,9,0,157,22,368,2685,1364,479,6,0,103,14,215,2181,1522,577,7,0,157,20,360,2643,670,19,0,3,1,2,8,118,703,1507,596,12,0,39,30,115,2299,6951,5687,339,15,1594,748,2418,17752,6302,5419,648,16,4626,949,5389,23349,2429,2078,305,4,1029,492,1191,3856,3873,3341,343,12,3597,457,4198,0,86804,83927,6589,119,38742,12966,57464,289035,283,37529,4645,10153,10153,4649,425,352,26,0,366,40,430,277,238,22,0,137,47,143,334,232,17,1,215,26,283,132,108,10,0,69,20,97,1728,1352,126,9,1648,250,1972,1159,887,117,4,440,242,578,295,196,1,0,29,0,64,167,103,0,0,4,0,13,5618,2869,5618,2869,31,7,31,7,44775,43396,43248,43336,44364,43909,45883,42935,43325,36092,35355,36067,35974,36842,36670,37596,34439,32666,341363,185850,535,559,643,629,490,431,570,377,239,278,307,318,274,272,355,238,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,177,38058,18155,24537,11766,94104,43420,47340,21310,198782,122748,87647,54270,51124,30682,24860,14744,26,96,117,69,134,217,25,4,13,73,17,124,116,68,152,240,41,10,11,58,12,137,128,99,190,245,55,10,11,63,11,162,137,96,185,186,59,14,14,83,8,143,124,72,165,147,40,11,5,49,10,182,95,70,151,105,32,9,8,41,19,230,123,60,221,145,32,11,9,75,11,217,69,56,156,70,13,4,1,18,6104,5162,333,15,1530,717,2324,395,243,6,0,53,20,86,454,282,0,0,11,11,8,2307,1342,123,7,840,220,1200,21,8,0,1,0,1,2,1467,1048,31,9,393,33,411,1889,1704,84,1,713,188,826,2066,1896,291,3,2291,504,3341,712,545,218,2,1103,173,703,4,12,5,0,9,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,4,7,46,162,263,149,1,0,0,3821,3263,332,12,3518,433,4133,2338,1951,297,4,991,466,1162,0,0,0,0,0,0,0,52,78,11,0,79,24,65,91,127,8,0,38,26,29,0,0,0,0,0,0,0,19,8,0,0,11,0,17,170748,195165,12784478,14204477,1323,489,3,0,84,14,203,542484,2525,311739,1404,10,18,19,4,99,162521,128693,4202,203,79438,12311,113789,13177,37026,2471,0,7291,1397,5246,11618,16289,9540,24,582,21312,2723,338,2009,0,0,1680,0,619,10,109,0,0,102,0,0,386,197,583,16,14,30,0,1,1,646,197,798,786,156,26,256041,26910,73254,9798,1067,5702,177513,20184,40857,4579,315,3108,6951,5687,339,15,1594,748,2418
2015-16,27,2704,MAHARASHTRA,Buldhana,1,13,1212,140,2588039,21.23,324281.29,15.93,928,18.21,4.83,82.09,72.95,90.69,9661,237436,140129,1088,726,9,4,157,33,188,0,2205,920,595,0,1,14,5,28,0,1563,167,130,9,3,143,28,160,0,640,1,1,0,0,0,0,0,0,2,836,576,0,0,7,3,19,0,1441,961,664,2,2,153,6,172,0,1960,100,69,4,1,105,14,140,0,433,1058,715,9,3,153,33,178,0,2149,1065,722,9,4,156,33,185,0,2174,83418,159691,7333,231,70695,16502,38817,5413,382100,59900,114847,0,154,5932,1697,6604,428,189562,23514,44683,7333,77,64763,14805,32213,4985,192373,4,161,0,0,0,0,0,0,165,48778,109372,0,0,2388,684,5255,284,166761,7930,19495,3244,33,32068,8169,25531,4009,100479,2625,4391,0,3,347,64,338,0,7768,737,1189,336,6,3493,510,1709,0,7980,2,8,0,0,0,0,0,0,10,16,0,0,0,0,0,2,18,41,2,1,0,0,0,0,44,1010,706,9,3,157,33,186,2104,810,573,8,4,153,32,186,1766,959,675,7,3,149,32,175,2000,1061,719,9,4,154,33,183,2163,1054,713,9,3,152,33,176,2140,1088,726,9,4,157,33,188,2205,782,657,9,4,155,32,177,1816,155,362,9,3,152,32,173,886,595,451,6,3,105,21,127,1308,623,461,6,4,111,22,135,1362,237,69,3,2,7,20,34,372,952,645,1,1,150,4,161,1914,850,602,1,0,107,2,114,1676,950,644,1,1,148,4,160,1908,607,8,1,3,1,0,6,159,626,934,633,2,1,70,6,77,1723,3801,5776,178,13,1395,513,990,12666,3364,5588,336,9,3840,574,2047,15758,989,1554,139,4,620,259,291,4667,2375,4034,197,5,3220,315,1756,0,39335,75992,2578,186,30050,5746,19396,175765,194,24655,1923,5916,5968,2012,306,446,37,2,375,24,249,134,197,17,0,70,24,43,159,213,5,0,172,8,137,49,60,3,0,33,4,15,1306,2036,97,2,1424,165,839,538,758,60,2,262,118,128,253,226,3,0,39,2,32,61,72,1,0,4,2,8,5882,1813,5888,1813,44,22,44,23,26383,25785,25619,24469,25155,26073,26676,26175,26495,22058,21865,21719,20938,21617,22542,23088,21938,21221,203942,116415,638,587,624,599,572,548,645,403,350,354,382,396,366,378,373,251,185,124,130,131,91,84,92,63,161,82,76,69,69,46,55,38,37,85,46625,22219,30525,14523,15258,7375,7720,3535,133228,81806,59729,37247,37326,23636,18072,11505,65,118,113,159,164,233,50,12,12,62,53,108,127,138,166,210,62,8,10,59,61,130,119,148,217,192,72,7,9,51,59,148,118,136,217,172,63,11,13,58,45,163,112,136,172,157,77,7,11,58,51,146,119,109,188,182,64,13,8,46,64,187,116,102,203,221,45,6,12,62,27,193,68,71,149,104,20,1,11,10,3392,5148,178,9,1330,513,912,271,391,0,0,42,0,69,138,237,0,4,23,0,14,1488,1525,71,10,837,90,762,6,8,0,0,7,0,3,817,1169,5,0,390,14,159,978,1477,24,0,601,108,362,1087,2135,92,3,1837,229,1275,227,577,60,2,915,65,213,0,6,1,0,31,2,9,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7,31,209,443,166,4,0,0,2287,3942,117,3,3181,227,1738,828,1430,67,2,600,191,285,0,0,0,0,0,0,0,88,92,80,2,39,88,18,161,124,72,2,20,68,6,0,0,0,0,0,0,0,5,4,0,0,3,1,6,36500,61238,10905681,11918666,872,547,1,1,82,3,92,422855,1850,256034,1116,10,18,19,4,0,65842,112813,957,212,61434,1015,36646,8752,28544,0,0,8323,390,2171,8577,18334,6376,19,261,15097,0,247,0,0,0,677,0,0,0,0,0,0,0,0,0,215,54,269,8,1,9,1,1,2,292,94,410,348,539,145,159200,36372,12864,30228,13052,4964,114047,26257,6964,5731,1998,1192,3801,5776,178,13,1395,513,990
